0.000000000000000000e+00,2.245287141228739236e-01,3.357197332514820776e-01,2.703160946618908267e-01,4.959716743501023650e-01,3.369011050928932272e-01,3.652404152072664112e-01,2.885002419846045552e-01,2.985349997875536565e-01,6.841351545305531801e-01,6.068801241809016478e-01,2.834448657972986618e-01,2.927728827494015529e-01,1.076852255775271994e+00,2.643921352323026053e+00,4.831873265565703179e-01,3.036194151368562522e-01,3.426287698608189158e-01,2.345779440719041320e-01,2.993383500805860131e-01,4.803003460455494977e-01,4.519157627973011682e-01,2.355080668666132415e-01,4.690904651871680708e-01,5.917871127661992192e-01,1.848505135427911839e+00,1.808040137768941236e+00,2.757129445922427702e-01,8.127305220192709845e-01,7.043364990574755291e-01,1.773118575868876556e+00,1.631274013538937195e+00,4.207074437637527420e-01,3.913225298077839254e-01,1.828378607009697010e+00,4.328350104339690474e-01,5.429977375987796728e-01,8.510143996599779381e-01,5.699615358813735488e-01,3.041505246711401766e-01,1.027287397518291456e+00,3.232956413799457640e-01,5.755740886531491851e-01,1.821670205771561246e+00,1.335045738638279467e+00,2.532641079812389950e-01,9.819426737668615623e-02,6.877503298243076157e-01,5.733505018871903891e-01,3.167064656157175806e-01,5.041749881285818580e-01,4.297220648919679031e-01,2.142916075385798425e-01,6.946739110893681568e-01,2.740096262928121140e-01,3.624164404379670024e-01,3.168855231805415840e-01,2.713058061025492851e-01,6.699650259112066575e-01,5.815409896101891851e-01,5.161410340069062519e-01,1.834045635534089058e+00,1.794792405590867723e+00,4.941904820103715790e-01,5.076398483835173892e-01,1.551004683520481597e+00,4.643575890752780211e-01,2.293345913784420043e-01,3.767940295506947423e-01,2.736349737757334255e-01,8.537767527612517560e-01,5.886802699238096181e-01,5.982175674646993402e-01
2.245287141228739236e-01,0.000000000000000000e+00,2.477494708609289109e-01,1.366222748209733329e-01,3.187232996304548704e-01,2.195064014031952448e-01,3.574844137847266734e-01,1.802549869759314805e-01,1.780096506600776785e-01,6.897582867003363427e-01,7.812036723950145367e-01,1.933614501600967872e-01,3.804241071654886897e-01,9.103611278733092504e-01,2.884623222716217406e+00,4.126255725134890251e-01,2.579190212975120966e-01,2.402005268333134436e-01,1.382438131369357892e-01,1.715202271012709334e-01,3.622677317636515126e-01,2.900178615232387735e-01,1.628460366736453613e-01,5.363908749799387587e-01,4.434713311552666015e-01,1.909799418628553402e+00,1.910959444112114713e+00,2.343779304733703550e-01,6.889708565513960048e-01,6.706526272760251484e-01,1.693491417783188790e+00,1.505144746044152271e+00,4.871599679724237797e-01,4.519659763922939666e-01,1.911084143294338844e+00,3.725423861760508437e-01,4.645552659397502726e-01,7.595000829426464817e-01,4.575101055735066313e-01,4.182501030397928754e-01,1.239436015923373491e+00,4.974867293308087302e-01,6.013921368175424442e-01,1.919578264173174009e+00,1.072909296414430447e+00,1.595287588452249938e-01,2.287837948223108431e-01,5.812790091380004576e-01,5.104481878828940333e-01,2.453339478711167587e-01,3.515262417851107712e-01,2.513821659151633248e-01,3.964158398899736979e-01,5.843006809281648950e-01,2.269528972470935824e-01,2.993406322969062172e-01,1.961276428306717168e-01,1.471196059966830838e-01,5.040144919826790026e-01,5.350511887812919865e-01,4.991516775984284338e-01,1.914857759727791153e+00,1.898848866777604449e+00,4.092081995806345907e-01,2.643634312118350316e-01,1.491517011903383816e+00,3.163009092920883725e-01,1.882363936000827354e-01,2.583664336747035217e-01,3.135605164183485893e-01,7.318129789101962546e-01,4.501495089134925354e-01,4.849952899345866264e-01
3.357197332514820776e-01,2.477494708609289109e-01,0.000000000000000000e+00,1.699349357406696459e-01,4.146720500775449847e-01,9.590592540949759159e-02,3.457620726930438204e-01,1.068102323061584924e-01,2.278709262166737914e-01,7.352857977515153687e-01,6.671579943961715164e-01,1.616865857808310047e-01,4.604485131356751970e-01,7.461734789620551034e-01,2.667430057547747424e+00,3.570045289536590283e-01,3.067304443062976449e-01,3.136296326968820991e-01,1.776146223747459285e-01,3.171516231250991469e-01,2.101439272363718191e-01,2.762876943666852103e-01,2.330000369353491529e-01,6.300708278155773279e-01,5.614582567110245614e-01,2.051615668234301637e+00,2.053249081534937126e+00,2.870714207229555504e-01,7.584276373575663532e-01,6.076866728508610871e-01,1.938187436906959160e+00,1.683809184629822875e+00,6.076006376439845313e-01,3.983562222547329390e-01,2.053969122615000753e+00,2.976871986127573311e-01,3.620582263938686429e-01,7.486176239586642689e-01,5.582683331619822109e-01,5.037049342479914538e-01,1.246591978082586705e+00,5.593455190811348343e-01,3.459635187429488945e-01,2.052532171973958430e+00,1.432664001563214384e+00,1.639544520188339627e-01,3.211103808849254948e-01,4.726393125908777693e-01,5.100049300097873051e-01,3.770536942942193659e-01,5.564229848351683883e-01,4.458109487888241018e-01,3.828954096982463695e-01,6.220207227228865543e-01,1.782815511600364944e-01,3.191256160249128504e-01,3.245233302627139049e-01,1.538682655858874537e-01,6.745582981892765950e-01,5.730355770766758505e-01,4.267969746090770067e-01,2.052159573096123069e+00,2.054414747384724294e+00,5.234077999237453094e-01,4.140136527168154501e-01,1.667884996539025888e+00,4.510384041159510304e-01,3.700103097664077523e-01,1.283465301253207957e-01,3.182409338800838428e-01,7.581418109218943657e-01,4.480614950779983063e-01,4.950864956688252327e-01
2.703160946618908267e-01,1.366222748209733329e-01,1.699349357406696459e-01,0.000000000000000000e+00,2.209972626133662743e-01,1.093417065060069138e-01,2.596947614089803458e-01,6.462268688548621076e-02,6.385214662453074508e-02,5.865468376568720998e-01,6.866800596751873043e-01,6.228118902843685772e-02,3.976467859648056269e-01,6.649560846762951893e-01,2.931628014842651009e+00,3.431613796644435999e-01,2.314163110585391314e-01,2.345631369840306124e-01,4.653569622795236671e-02,2.083081193397172404e-01,2.439563922594725487e-01,2.497882135086274824e-01,1.147691576074679060e-01,5.472490924566598691e-01,5.202539352034946107e-01,1.760289308695228261e+00,1.763990880799116923e+00,1.777813070814152352e-01,6.243400083950537693e-01,5.066969618181441648e-01,1.579119419531613167e+00,1.333754698317390242e+00,4.262636003681488095e-01,4.908592484990180194e-01,1.764896065870401820e+00,2.041749701526800187e-01,3.071590461570158914e-01,5.904693953605580914e-01,4.424058207263367182e-01,4.055813474084373760e-01,1.227741510670803171e+00,4.615379762812545916e-01,4.925864287921285500e-01,1.758286104754475776e+00,1.120954159488732449e+00,6.901837938884201884e-02,2.365708658176470525e-01,4.340716799539530157e-01,4.246784815614050856e-01,3.324828096135480915e-01,3.384743187559937083e-01,2.318295366087269049e-01,3.018424562163037339e-01,5.416016568213098958e-01,7.537927408922560912e-02,2.628193810050154511e-01,1.888359284749009659e-01,5.166100965298032338e-02,6.943022707151672579e-01,4.907648984293421224e-01,3.953775391119707661e-01,1.760154938581208972e+00,1.757444481104955436e+00,6.085071351664697037e-01,3.583711041862865931e-01,1.364007240028669576e+00,3.170495349727037726e-01,1.887979397107608370e-01,1.568493768551014744e-01,3.144791808693562785e-01,6.620773256905982951e-01,4.038664996077550584e-01,5.057473036037170022e-01
4.959716743501023650e-01,3.187232996304548704e-01,4.146720500775449847e-01,2.209972626133662743e-01,0.000000000000000000e+00,2.416676581618307784e-01,4.449052901254207382e-01,2.292926202649863965e-01,1.429576286356580572e-01,5.829565237371194808e-01,9.075320830650803750e-01,2.667422641686869045e-01,5.910624652039494498e-01,6.872566563719251231e-01,3.157534457768438330e+00,4.766451341707143019e-01,2.839789261626624595e-01,3.126853465876842098e-01,1.867384861838702892e-01,4.182532304089747188e-01,4.660570884323831375e-01,3.853844457823185632e-01,3.245001659353985435e-01,6.344161096499160157e-01,5.907701066709606375e-01,1.443827730418208111e+00,1.458432008699337645e+00,3.799323866761957769e-01,4.007593194353526456e-01,5.255633415631832950e-01,1.302380598705940473e+00,1.245814770594117826e+00,6.181723498521290994e-01,7.814080708459811841e-01,1.466539737319304315e+00,2.932251446147320917e-01,3.283755074375532268e-01,7.149523946606307634e-01,7.150626199751930478e-01,4.941526334185250002e-01,1.458609842468815865e+00,5.982702336549753364e-01,7.661294902816874197e-01,1.452692789533467366e+00,9.406464289842638715e-01,2.425275472935036758e-01,4.248655832948547428e-01,6.371903668554251832e-01,4.090358336533012618e-01,4.744202612161924071e-01,4.934396500007766084e-01,2.898514206180920483e-01,4.988363563694369063e-01,6.775956109818979112e-01,3.052889960457232377e-01,4.383705710721091386e-01,2.764150726895210908e-01,2.037248224184043388e-01,6.637055992592476583e-01,6.726146883838565183e-01,5.268253035837012765e-01,1.496758056274679172e+00,1.463219128599358987e+00,7.413521320010389992e-01,4.755724996032629770e-01,1.291278226617401437e+00,4.342690005231789607e-01,2.657380661454917248e-01,2.898160907935197206e-01,4.875503623426806765e-01,9.113675325934498250e-01,5.439663252163690066e-01,6.492943668545411162e-01
3.369011050928932272e-01,2.195064014031952448e-01,9.590592540949759159e-02,1.093417065060069138e-01,2.416676581618307784e-01,0.000000000000000000e+00,2.823518797280251125e-01,5.708296697937011166e-02,9.507311065071838430e-02,6.526331632309303465e-01,6.998250572887864118e-01,1.006387695046115915e-01,4.569676791216300549e-01,5.869026389156272172e-01,3.023776043121091828e+00,3.108754277277603895e-01,2.730897286499223142e-01,2.808733088508000852e-01,9.427700099480858242e-02,2.411262272055387235e-01,2.549407070092046257e-01,1.584573171640754619e-01,1.651997942623232296e-01,6.343541569525388280e-01,5.265907957018357566e-01,1.604242700033551072e+00,1.616624119781211233e+00,2.115766492865306103e-01,4.936397328311838417e-01,4.797708471474139147e-01,1.466618777037519417e+00,1.297216533930378279e+00,4.967835234431689506e-01,6.376161924852524754e-01,1.618812404824057305e+00,1.666837300954004120e-01,2.043159038660080085e-01,5.735917723970730409e-01,4.773104586568423513e-01,4.753601772958295779e-01,1.330650015677069087e+00,5.046797729946895794e-01,4.413625745356121177e-01,1.615242598194225110e+00,1.079329366024250447e+00,1.304228085371019752e-01,3.082746805614627883e-01,4.245563166986198733e-01,4.151215674502928832e-01,3.636659571411537395e-01,4.114804671452723661e-01,2.950650068559418915e-01,3.709440323991979871e-01,5.217093153803123995e-01,1.381106629723458656e-01,3.224595940492903101e-01,2.279690409064970558e-01,8.900989559212638125e-02,7.393631186110340980e-01,5.416037223361724884e-01,3.516527344219653739e-01,1.616790112251156097e+00,1.622466235997528594e+00,6.613808469270914259e-01,4.007809754286882353e-01,1.319580720344540214e+00,3.743831407042217951e-01,2.377056227078001571e-01,6.427872809762168183e-02,3.561919628562729701e-01,6.426253233444538804e-01,4.565788273183195578e-01,5.091322539045792794e-01
3.652404152072664112e-01,3.574844137847266734e-01,3.457620726930438204e-01,2.596947614089803458e-01,4.449052901254207382e-01,2.823518797280251125e-01,0.000000000000000000e+00,2.217833834598360032e-01,2.910388139715286426e-01,7.891499897392375562e-01,7.398074041117087551e-01,2.592105831889146006e-01,6.051156333483732608e-01,9.845025302278005430e-01,2.839985975106939176e+00,4.407112962935477163e-01,2.849335512867057219e-01,4.524739820065122875e-01,2.260560556671650512e-01,2.570461985003035243e-01,4.823041753032291656e-01,3.272950061079691886e-01,2.080282650728321470e-01,8.170118560038218680e-01,7.230753649211850709e-01,1.447411215728344303e+00,1.417593645769710031e+00,1.684778153137537204e-01,8.029975734593501890e-01,3.878414351177407182e-01,1.540820854228227121e+00,1.448592908612451380e+00,5.535102909040240382e-01,7.781838330802935966e-01,1.392874696100554699e+00,3.778446148821608119e-01,5.939114674826611040e-01,9.759628028125072463e-01,2.991429874688955604e-01,5.948915466837277899e-01,1.333381469949095566e+00,5.810959733873355404e-01,5.032261751848048359e-01,1.442045570110457753e+00,1.304421474022472660e+00,2.629978248885681547e-01,3.807339681136163168e-01,6.304728265270632681e-01,6.664719450453626681e-01,3.674601346841004923e-01,5.438102020946965487e-01,4.284404819614029414e-01,4.532822939173807852e-01,6.381997937080005068e-01,1.615353236091464917e-01,5.258730014573229639e-01,3.893914238103534653e-01,2.293583635716126556e-01,8.177224480149096753e-01,3.753548903653081137e-01,5.224121369355194666e-01,1.434553137972335302e+00,1.428765467951740087e+00,8.778567723960196689e-01,6.923811323342801138e-01,1.432919135611317785e+00,6.460210000858904733e-01,3.668434388421999426e-01,2.938740392477647845e-01,5.423053403604830569e-01,8.977728211908313494e-01,6.153691727573550319e-01,5.259476841649927126e-01
2.885002419846045552e-01,1.802549869759314805e-01,1.068102323061584924e-01,6.462268688548621076e-02,2.292926202649863965e-01,5.708296697937011166e-02,2.217833834598360032e-01,0.000000000000000000e+00,8.169279033510540300e-02,6.063510664911210268e-01,6.749385438076441757e-01,5.615929145772818182e-02,4.171714524975642102e-01,5.909383532445516840e-01,2.976771440448148454e+00,2.556123342497697570e-01,2.422840279982608758e-01,2.576905767945739667e-01,6.458891152452646278e-02,2.266269110029283940e-01,2.476319638427951775e-01,1.963800762941785294e-01,1.137806638562274542e-01,5.818925860710948417e-01,5.406794958571672360e-01,1.723061159727726999e+00,1.732396746636431839e+00,1.619482743506931444e-01,6.354157782707577917e-01,4.538482446729008579e-01,1.615117156300480694e+00,1.374211922589655632e+00,4.430522998033792348e-01,5.373484341861206603e-01,1.727821104859190049e+00,1.720770758249233479e-01,2.715626456376248332e-01,6.132793304013707258e-01,4.361528892598027229e-01,4.349308295854032447e-01,1.263755806314201591e+00,4.732812580272525715e-01,4.696354987545218740e-01,1.732075321171216764e+00,1.118467219032198701e+00,9.467062956569649579e-02,2.610135359570720515e-01,3.635251302428745279e-01,4.038831317977547020e-01,3.002691547396865168e-01,3.951257990616586779e-01,3.142888972240760470e-01,3.266513102261924262e-01,5.231488100612341485e-01,9.981290546529777985e-02,2.702738129816840695e-01,1.972843855114404799e-01,5.241750105891161693e-02,6.401375689234624078e-01,4.925324479512352971e-01,3.222105660873527677e-01,1.723307120553326133e+00,1.737919726523139419e+00,5.971145841454296166e-01,3.862742512773666981e-01,1.387740037251607994e+00,3.309212634869747593e-01,2.119816619789059442e-01,8.757414100308442972e-02,3.218478319625124318e-01,6.787309311478163520e-01,3.843280946698598988e-01,4.449477350227668548e-01
2.985349997875536565e-01,1.780096506600776785e-01,2.278709262166737914e-01,6.385214662453074508e-02,1.429576286356580572e-01,9.507311065071838430e-02,2.910388139715286426e-01,8.169279033510540300e-02,0.000000000000000000e+00,6.036910791390908138e-01,6.983233917996204410e-01,9.704013591466588429e-02,4.276756523193360748e-01,5.954852768614320446e-01,3.062500344439087918e+00,3.288132495888120843e-01,2.297600618198999134e-01,2.009400285160539978e-01,3.520354936543110269e-02,1.944539193444198566e-01,2.959778726752057554e-01,2.248405266423188498e-01,1.257100160927258070e-01,5.834177293449455126e-01,4.990741379925992538e-01,1.615413381445532925e+00,1.627201996958164809e+00,1.648885131708198726e-01,4.904905455147767768e-01,4.534515297708999193e-01,1.400473654106130228e+00,1.211749753513956973e+00,4.542471077472177154e-01,5.985003871503076223e-01,1.631068574957925676e+00,2.138179584840719516e-01,2.551321931556996825e-01,5.176900177087813137e-01,4.859098423325377558e-01,4.403742456215484213e-01,1.301422272236768762e+00,4.586909066850604622e-01,6.186843606522874905e-01,1.625695296065019502e+00,1.010629696693411628e+00,7.372217037188809330e-02,2.627300080867897014e-01,4.021372154055045112e-01,3.774606627606293952e-01,3.147703895999321433e-01,3.610453856932740457e-01,2.443195267878358612e-01,3.393405968583585453e-01,5.396742641718178524e-01,1.154339011569250339e-01,2.763296870472493616e-01,2.108259408283934544e-01,9.490581439811911213e-02,7.345129972011468222e-01,5.184882997948059291e-01,3.566046850364729681e-01,1.632723842451433871e+00,1.637215596846201660e+00,6.342606637907416411e-01,3.807811119071666806e-01,1.241227907078130688e+00,3.033534656254124329e-01,1.771678022092418037e-01,1.466494209540444571e-01,3.242429195235745909e-01,6.613795311158944257e-01,4.516424847713129687e-01,5.152728448463257394e-01
6.841351545305531801e-01,6.897582867003363427e-01,7.352857977515153687e-01,5.865468376568720998e-01,5.829565237371194808e-01,6.526331632309303465e-01,7.891499897392375562e-01,6.063510664911210268e-01,6.036910791390908138e-01,0.000000000000000000e+00,1.188473937016238491e+00,6.155265134680362182e-01,8.758649818572192824e-01,1.161720310989040161e+00,2.941607755330743590e+00,9.705939617937707764e-01,5.417380220578461580e-01,6.964420918262731464e-01,5.722531921139241140e-01,8.065482233339621443e-01,5.643665595436800908e-01,8.554574792182755294e-01,6.229002813797762661e-01,8.600610354232577359e-01,9.546224150238979966e-01,1.752446226132295504e+00,1.727526706994126471e+00,7.181547340665944690e-01,8.914897260136946944e-01,9.010725298131010419e-01,1.837403131958685654e+00,1.259652894486724684e+00,8.944555709428998469e-01,7.724771376781516263e-01,1.762321343614683844e+00,6.174618189420687520e-01,7.842391908700934167e-01,8.190984167865634769e-01,9.710473614821264476e-01,5.369216236714706714e-01,1.226256592301479209e+00,6.987056369584746518e-01,8.706015119181291784e-01,1.730695630219165837e+00,1.093226653840916995e+00,6.091653390522240308e-01,7.353817897564927097e-01,1.031352187821058974e+00,8.941701524336760354e-01,9.645472565259248787e-01,7.049242231466281705e-01,5.949522974349776838e-01,4.484671254788133443e-01,5.346343100180631636e-01,6.387317414214368494e-01,7.993627262882967432e-01,6.300574863780447066e-01,6.302749648397449889e-01,6.798221747998555164e-01,7.757960003575288255e-01,9.780893895397679838e-01,1.764495489202632772e+00,1.734098934364351585e+00,1.134329726450458597e+00,9.995206836803260941e-01,1.287881452956286088e+00,1.049752930905405224e+00,6.672312390897802148e-01,6.750669090326443245e-01,8.210415833137680863e-01,1.061196390789491018e+00,8.211929030047446787e-01,1.128680690169532763e+00
